mse_label_cond_mean,mse_label_cond_q1_mean,mse_label_cond_q2_mean,mse_label_cond_q3_mean,mse_loss_mean,mse_loss_q1_mean,mse_loss_q2_mean,mse_loss_q3_mean,samples,step,mse_label_cond_q0_mean,mse_loss_q0_mean
0.004278442275244743,0.005589994136244059,,0.003968149726279081,0.01124128419905901,0.012286461889743805,,0.011442125216126442,1501,1500,0.004338419996201992,0.01072893850505352
0.00368696425575763,0.0049728177255019546,0.0037785371532663703,,0.010312589444220066,0.011326749343425035,0.00826092530041933,,1511,1510,0.0032278221333399415,0.010658424192418655
0.004027135646902024,0.005342934591074784,0.001798311248421669,0.004006217978894711,0.01158425398170948,0.011232770048081875,0.010000341571867466,0.012073430977761746,1521,1520,0.002413151552900672,0.011776733212172985
0.0032660694676451382,0.0029401073697954416,0.0032394457375630736,0.0033734413736965507,0.010231844242662191,0.010366097558289766,0.010589048266410828,0.011015805415809155,1531,1530,0.003403911483474076,0.008172464556992054
0.003204012906644493,0.0029522122931666672,0.0014266998041421175,0.003991934470832348,0.010170588828623294,0.008991253562271595,0.0118571100756526,0.011504345573484898,1541,1540,0.00370316140470095,0.010594854597002268
0.004062018729746342,0.006025074515491724,0.003948810510337353,0.003864441687862078,0.011005575070157647,0.012033882550895214,0.009483191184699535,0.012581239764889082,1551,1550,0.003810595441609621,0.010158991534262895
0.004767236369661987,0.0037502035964280364,0.005962129216641188,0.007051937514916062,0.011794928647577762,0.009720901027321815,0.011606618762016296,0.01558593288064003,1561,1560,0.002893212251365185,0.014959678053855896
0.005115004139952362,,0.004880877328105271,0.00516913749743253,0.010843432974070312,,0.01037189643830061,0.01206440874375403,1571,1570,0.005177934188395739,0.009858225472271442
0.0038137804716825486,,0.0035505725536495447,0.0037276631919667125,0.010227422695606947,,0.010825472573439281,0.01046292344108224,1581,1580,0.004191811429336667,0.009315371823807558
0.0039813023991882805,0.004650199087336659,0.0024961656890809536,0.00425338240650793,0.011118054389953612,0.010377852246165276,0.009779069572687149,0.011811116710305214,1591,1590,,
0.004049402673263103,0.0036782207898795605,0.0035515413619577885,0.004291370540158823,0.011273862048983575,0.010191502049565315,0.011541775427758694,0.012059354921802878,1601,1600,0.004140187210092941,0.010858807091911634
